Family.ID,Race,Hispanic,People.in.household,Primary.economic.activity.,Annual.income,Number.of.People.in.Household.with.GED.or.HS.Diploma,Highest.level.in.household,Indicator,Rent.vs..Own,Assistance.,Automobile
36119,Other,Yes,6,"Employed Full-Time,Stay-at-Home Caregiver",NA,1,High School/GED,NA,Own my home,None,Yes
36119,Other,Yes,6,"Stay-at-Home Caregiver,Employed Full-Time",NA,1,High School/GED,NA,Own my home,"Food stamps,WIC",Yes
36141,Black or African American,No,3,Unemployed,0,1,High School/GED,Income,Live with parents,"Food stamps,WIC",Yes
36141,Black or African American,No,3,Unemployed,0,1,High School/GED,Savings,Live with parents,"Food stamps,WIC",Yes
36141,Black or African American,No,3,Unemployed,0,1,High School/GED,Savings,Live with parents,"Food stamps,WIC",Yes
36141,Black or African American,No,3,Unemployed,0,1,High School/GED,Income,Live with parents,"Food stamps,WIC",Yes
36141,Black or African American,No,3,Unemployed,0,1,High School/GED,Income,Live with parents,"Food stamps,WIC",Yes
36141,Black or African American,No,3,Unemployed,0,1,High School/GED,Savings,Live with parents,"Food stamps,WIC",Yes
36141,Black or African American,No,3,Unemployed,0,1,High School/GED,Savings,Live with parents,"Food stamps,WIC",Yes
36141,Black or African American,No,3,Unemployed,0,1,High School/GED,Income,Live with parents,"Food stamps,WIC",Yes
36141,Black or African American,No,3,Unemployed,0,1,High School/GED,Income,Live with parents,"Food stamps,WIC",Yes
36141,Black or African American,No,3,Unemployed,0,1,High School/GED,Savings,Live with parents,"Food stamps,WIC",Yes
36141,Black or African American,No,3,Unemployed,0,1,High School/GED,Savings,Live with parents,"Food stamps,WIC",Yes
36141,Black or African American,No,3,Unemployed,0,1,High School/GED,Income,Live with parents,"Food stamps,WIC",Yes
36141,Black or African American,No,3,Unemployed,0,1,High School/GED,Income,Live with parents,"Food stamps,WIC",Yes
36141,Black or African American,No,3,Unemployed,0,1,High School/GED,Savings,Live with parents,"Food stamps,WIC",Yes
36141,Black or African American,No,3,Unemployed,0,1,High School/GED,Savings,Live with parents,"Food stamps,WIC",Yes
36141,Black or African American,No,3,Unemployed,0,1,High School/GED,Income,Live with parents,"Food stamps,WIC",Yes
36141,Black or African American,No,3,"Employed Full-Time,In School",0,1,High School/GED,Nutritious diet,Rent my home,"Food stamps,WIC",Yes
36141,Black or African American,No,3,Other,NA,1,High School/GED,NA,Rent my home,Food stamps,Yes
36150,Other,Yes,5,"Unemployed,Employed Full-Time",23400,1,High School/GED,Civic Engagement,Live with another family,Food stamps,No
36150,Other,Yes,5,"Unemployed,Employed Full-Time",23400,1,High School/GED,Credit,Live with another family,Food stamps,No
36150,Other,Yes,5,"Unemployed,Employed Full-Time",23400,1,High School/GED,Bank services,Live with another family,Food stamps,No
36150,,Yes,5,Employed Full-Time,20800,0,Less than High School,NA,Temporary housing/shelter,WIC,Yes
36152,Other,Yes,2,Unemployed,0,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
36152,Other,Yes,2,Unemployed,0,1,High School/GED,Income,Rent my home,"Food stamps,WIC",Yes
36152,Other,Yes,8,"In School,Employed Full-Time,Self-Employed",40000,2,Two-Year College Degree,NA,Live with parents,Other,Yes
36152,,,8,,NA,NA,,NA,,,
36166,White,No,4,Unemployed,0,1,High School/GED,Income,Homeless,"Food stamps,WIC",Yes
36166,White,No,4,Unemployed,0,1,High School/GED,Savings,Homeless,"Food stamps,WIC",Yes
36175,Black or African American,No,3,Retired,0,1,Four-Year College Degree,Credit,Rent my home,Disability,Yes
36175,Black or African American,No,3,Retired,0,1,Four-Year College Degree,Resolve problems,Rent my home,Disability,Yes
36175,Black or African American,No,3,Retired,0,1,Four-Year College Degree,Civic Engagement,Rent my home,Disability,Yes
36257,Other,Yes,3,Employed Full-Time,0,1,High School/GED,Nutritious diet,Rent my home,"Food stamps,WIC",Yes
36257,Other,Yes,3,,NA,NA,,NA,,,
36264,Black or African American,No,2,Employed Full-Time,NA,1,Four-Year College Degree,Generate income,Own my home,None,Yes
36264,Black or African American,No,2,Employed Full-Time,NA,1,Four-Year College Degree,Community,Own my home,None,Yes
36271,American Indian or Alaska Native,Yes,3,Unemployed,NA,2,Two-Year College Degree,Savings,Rent my home,"Food stamps,WIC,Other",Yes
36271,American Indian or Alaska Native,Yes,3,Employed Full-Time,NA,2,Two-Year College Degree,NA,Rent my home,"Food stamps,Other",Yes
36317,Other,Yes,4,Stay-at-Home Caregiver,NA,NA,,Physical Activity,Own my home,,Yes
36317,Other,Yes,4,Stay-at-Home Caregiver,NA,2,High School/GED,NA,Own my home,Other,Yes
36318,Black or African American,No,2,Unemployed,0,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
36318,Black or African American,No,2,Unemployed,0,1,High School/GED,Income,Rent my home,"Food stamps,WIC",Yes
36318,,,2,,NA,NA,,NA,,,
36346,Black or African American,No,2,Employed Full-Time,1203322,2,High School/GED,Garbage,Rent my home,"Food stamps,WIC",Yes
36346,Black or African American,No,2,Employed Full-Time,1203322,2,High School/GED,Income,Rent my home,"Food stamps,WIC",Yes
36346,Black or African American,No,2,Employed Full-Time,1203322,2,High School/GED,Environment,Rent my home,"Food stamps,WIC",Yes
36346,Black or African American,No,2,Employed Part-Time,24000,1,High School/GED,NA,Rent my home,Food stamps,Yes
36354,White,No,5,Employed Part-Time,20000,1,High School/GED,NA,Own my home,Food stamps,Yes
36358,American Indian or Alaska Native,Yes,5,Employed Full-Time,NA,1,High School/GED,Credit,Own my home,None,Yes
36358,Native Hawaiian or Other Pacific Islander,No,5,Employed Full-Time,NA,1,High School/GED,NA,Rent my home,None,Yes
36410,,,5,Stay-at-Home Caregiver,NA,0,Less than High School,Savings,,"Food stamps,Other",
36410,Native Hawaiian or Other Pacific Islander,,5,,NA,NA,,NA,,,
36415,White,Yes,1,Employed Full-Time,NA,0,Less than High School,NA,Own my home,WIC,Yes
36441,Black or African American,No,3,Unemployed,NA,1,High School/GED,Stable Income,Rent my home,Food stamps,Yes
36441,Black or African American,No,3,Unemployed,NA,1,High School/GED,Savings,Rent my home,Food stamps,Yes
36441,Black or African American,No,3,Unemployed,NA,1,High School/GED,Bank services,Rent my home,Food stamps,Yes
36441,Black or African American,No,3,Unemployed,0,1,High School/GED,NA,Rent my home,Food stamps,Yes
36443,White,No,2,Employed Full-Time,NA,1,Two-Year College Degree,NA,,None,
36443,,,2,,NA,NA,,NA,,,
36446,White,No,3,Stay-at-Home Caregiver,NA,1,High School/GED,Stable Income,Rent my home,WIC,Yes
36446,White,No,3,Stay-at-Home Caregiver,NA,1,High School/GED,Income,Rent my home,WIC,Yes
36446,White,No,3,Stay-at-Home Caregiver,NA,1,High School/GED,Debt,Rent my home,WIC,Yes
36450,White,No,2,Employed Full-Time,NA,1,High School/GED,Budget,Rent my home,"Food stamps,WIC,Other",Yes
36450,,,2,,NA,NA,,NA,,Other,
36475,Black or African American,No,2,Employed Full-Time,0,1,Two-Year College Degree,Nutritious diet,Rent my home,"Food stamps,WIC",Yes
36475,Black or African American,No,2,Employed Full-Time,NA,NA,,NA,,Food stamps,Yes
36480,Black or African American,No,2,Employed Full-Time,18000,3,High School/GED,NA,Live with parents,Food stamps,Yes
36480,Black or African American,,2,,NA,1,High School/GED,NA,Rent my home,Food stamps,Yes
36483,Other,Yes,2,Employed Full-Time,0,0,Less than High School,Credit,Rent my home,"Food stamps,WIC",Yes
36483,,,2,,NA,NA,,NA,,,
36489,White,Yes,5,Employed Part-Time,NA,3,High School/GED,NA,Own my home,None,Yes
36489,,,5,,NA,NA,,NA,,,
36497,Black or African American,No,4,Unemployed,0,0,Less than High School,Generate income,Rent my home,"Food stamps,WIC",Yes
36497,Black or African American,,4,,NA,NA,,NA,,,
36521,American Indian or Alaska Native,Yes,8,Unemployed,NA,0,Less than High School,NA,Rent my home,"Food stamps,Other",Yes
36521,,,8,,NA,NA,,NA,,,
36528,Black or African American,No,2,Employed Full-Time,16792,1,High School/GED,Budget,Rent my home,"Food stamps,WIC",Yes
36529,Black or African American,No,6,Retired,0,0,Less than High School,Kitchen,Rent my home,Food stamps,Yes
36529,Black or African American,No,6,Retired,0,0,Less than High School,Enough space,Rent my home,Food stamps,Yes
36541,"White,Other",No,3,Unemployed,NA,1,High School/GED,NA,Own my home,WIC,Yes
36541,,,3,,NA,NA,,NA,,,
36543,Black or African American,No,2,Employed Full-Time,NA,1,High School/GED,NA,Rent my home,Food stamps,No
36543,,,2,,NA,NA,,NA,,,
36547,White,No,4,Employed Full-Time,30000,2,High School/GED,Savings,Rent my home,Food stamps,Yes
36547,White,No,4,Employed Full-Time,30000,2,High School/GED,Credit,Rent my home,Food stamps,Yes
36547,White,No,4,Employed Full-Time,30000,2,High School/GED,Budget,Rent my home,Food stamps,Yes
36547,"White,Black or African American",No,4,"Employed Full-Time,Employed Part-Time",NA,NA,High School/GED,NA,Own my home,Food stamps,Yes
36548,Other,Yes,5,"Employed Full-Time,Unemployed",26000,2,High School/GED,Budget,Own my home,"Food stamps,WIC",Yes
36548,Other,Yes,5,"Employed Full-Time,Unemployed",26000,2,High School/GED,Savings,Own my home,"Food stamps,WIC",Yes
36548,Other,Yes,5,"Employed Full-Time,Unemployed",26000,2,High School/GED,Bank Services,Own my home,"Food stamps,WIC",Yes
36548,Other,Yes,5,"Employed Full-Time,Unemployed",26000,2,High School/GED,Employability Readiness,Own my home,"Food stamps,WIC",Yes
36548,Other,Yes,5,"Employed Full-Time,Unemployed",26000,0,Less than High School,NA,Rent my home,Food stamps,Yes
36567,Other,Yes,4,"Employed Full-Time,Unemployed",NA,0,High School/GED,NA,Rent my home,"WIC,Food stamps",
36597,Black or African American,No,7,Unemployed,NA,0,Less than High School,Nutritious diet,Rent my home,"WIC,Other",Yes
36597,Black or African American,No,7,,NA,2,High School/GED,NA,Own my home,,Yes
36603,Black or African American,No,3,Employed Full-Time,NA,1,,NA,Rent my home,"Food stamps,WIC",Yes
36609,Black or African American,No,3,Employed Full-Time,NA,1,Two-Year College Degree,NA,Rent my home,"Food stamps,Other",Yes
36609,,,3,,NA,NA,,NA,,,
36660,Other,Yes,4,"Stay-at-Home Caregiver,Employed Full-Time",NA,2,Two-Year College Degree,Resolve problems,Rent my home,WIC,Yes
36660,White,Yes,4,"Unemployed,Stay-at-Home Caregiver",8400,1,Two-Year College Degree,NA,Live with parents,"WIC,Food stamps",Yes
36670,White,Yes,2,Employed Full-Time,NA,1,Graduate Degree,NA,Rent my home,"WIC,Other",Yes
36670,American Indian or Alaska Native,No,2,Employed Full-Time,NA,1,High School/GED,NA,Rent my home,"WIC,Other",Yes
36675,White,Yes,1,Employed Full-Time,NA,1,High School/GED,Income,Live with parents,WIC,Yes
36675,White,Yes,1,Employed Full-Time,NA,1,High School/GED,Budget,Live with parents,WIC,Yes
36675,White,Yes,1,Employed Full-Time,NA,1,High School/GED,Debt,Live with parents,WIC,Yes
36703,White,Yes,3,Employed Full-Time,NA,6,Two-Year College Degree,Savings,Rent my home,"Food stamps,Other",Yes
36703,White,Yes,3,Employed Full-Time,20000,1,High School/GED,NA,Rent my home,Food stamps,Yes
36705,White,Yes,4,Unemployed,NA,1,High School/GED,NA,Rent my home,"Other,WIC",Yes
36705,Other,Yes,4,Employed Full-Time,NA,NA,,NA,,Food stamps,
36706,American Indian or Alaska Native,Yes,3,"Employed Full-Time,Employed Part-Time",NA,1,High School/GED,NA,,Other,Yes
36706,,,3,,NA,NA,,NA,,,
36708,Other,Yes,5,Employed Full-Time,NA,2,Two-Year College Degree,Nutritious diet,Rent my home,None,Yes
36708,,,5,,NA,NA,,NA,,,
36723,Black or African American,No,5,Unemployed,NA,0,Less than High School,NA,Rent my home,"Food stamps,WIC",Yes
36723,Black or African American,No,5,Other,NA,NA,Less than High School,NA,Rent my home,Food stamps,Yes
36728,Black or African American,No,4,Employed Full-Time,NA,1,Two-Year College Degree,Savings,Rent my home,"Food stamps,WIC,Other",Yes
36729,Other,Yes,4,Employed Part-Time,NA,1,High School/GED,Nutritious diet,Rent to Own,"Food stamps,WIC,Other",Yes
36729,,,4,,NA,NA,,NA,,,
36737,Other,Yes,3,Employed Full-Time,34000,1,High School/GED,NA,Rent my home,Food stamps,Yes
36737,,,3,,NA,NA,,NA,,,
36746,Black or African American,No,4,Unemployed,NA,1,High School/GED,Savings,Temporary housing/shelter,"Food stamps,WIC",No
36746,,,4,,NA,NA,,NA,,,
36780,Other,Yes,3,Employed Full-Time,25000,2,High School/GED,NA,Own my home,"Food stamps,WIC",Yes
36815,Black or African American,No,4,"Employed Full-Time,Retired",NA,1,Two-Year College Degree,Stable Income,Own my home,"Social Security,Disability",Yes
36815,Black or African American,No,4,"Employed Full-Time,Retired",NA,1,Two-Year College Degree,Savings,Own my home,"Social Security,Disability",Yes
36815,Other,,4,,NA,NA,,NA,,,
36845,Black or African American,No,4,Other,20000,1,High School/GED,Physical Activity,Rent my home,"Disability,Other",Yes
36859,Black or African American,No,4,In School,NA,2,High School/GED,NA,Rent my home,WIC,Yes
36859,"Black or African American,Native Hawaiian or Other Pacific Islander",No,3,In School,NA,1,Two-Year College Degree,NA,Rent my home,WIC,Yes
36861,Black or African American,No,4,Employed Full-Time,NA,1,High School/GED,NA,Rent my home,Food stamps,Yes
36862,Black or African American,No,2,"Employed Full-Time,In School",NA,1,Two-Year College Degree,NA,Live with parents,"Food stamps,WIC",Yes
36862,,,2,,NA,NA,,NA,,,
36863,"Black or African American,Other",Yes,4,Employed Part-Time,0,2,Two-Year College Degree,Physical Activity,Rent my home,"Food stamps,WIC",Yes
36863,"Black or African American,Other",Yes,4,Employed Part-Time,0,2,Two-Year College Degree,Budget,Rent my home,"Food stamps,WIC",Yes
36863,"Black or African American,Other",Yes,4,Other,NA,1,High School/GED,NA,,Food stamps,Yes
36876,White,No,6,Employed Full-Time,0,1,High School/GED,Environment,Own my home,None,Yes
36876,White,No,6,Employed Full-Time,NA,NA,High School/GED,NA,Own my home,None,Yes
36877,White,Yes,2,Unemployed,NA,0,Less than High School,NA,Prefer not to say,Other,Yes
36877,,,2,,NA,NA,,Debt,,,
36947,Other,Yes,4,Other,NA,2,Two-Year College Degree,Credit,Rent my home,,Yes
36947,Other,Yes,4,Other,NA,2,Two-Year College Degree,Savings,Rent my home,,Yes
36947,Other,Yes,4,Other,NA,2,Two-Year College Degree,Bank Services,Rent my home,,Yes
36947,Other,Yes,4,"Employed Full-Time,Unemployed",NA,1,Two-Year College Degree,NA,Rent my home,None,Yes
36950,,,6,Stay-at-Home Caregiver,NA,2,Two-Year College Degree,NA,,Other,
36950,,,6,,NA,NA,,NA,,,
36971,"Black or African American,Other",Yes,3,Employed Full-Time,0,1,High School/GED,Debt,Rent my home,"Food stamps,WIC",Yes
36971,"Black or African American,Other",Yes,3,Employed Full-Time,0,1,High School/GED,Civic Engagement,Rent my home,"Food stamps,WIC",Yes
36971,"Black or African American,Other",Yes,3,Employed Full-Time,0,1,High School/GED,Budget,Rent my home,"Food stamps,WIC",Yes
36973,White,Yes,7,"Employed Full-Time,Stay-at-Home Caregiver,Unemployed",NA,1,Two-Year College Degree,NA,Own my home,,Yes
36975,White,Yes,4,"Unemployed,In School",NA,2,High School/GED,NA,Rent my home,"Food stamps,WIC",Yes
36997,"White,Native Hawaiian or Other Pacific Islander",Yes,1,Stay-at-Home Caregiver,NA,0,High School/GED,Income,Rent my home,,Yes
36997,"White,Native Hawaiian or Other Pacific Islander",Yes,1,Stay-at-Home Caregiver,NA,0,High School/GED,Savings,Rent my home,,Yes
36997,Other,Yes,1,"Employed Full-Time,Unemployed",NA,0,Less than High School,NA,Own my home,Other,Yes
36999,American Indian or Alaska Native,No,3,Employed Full-Time,NA,1,High School/GED,NA,Rent my home,Other,Yes
36999,White,No,3,Employed Full-Time,NA,1,High School/GED,Income,Live with parents,None,Yes
37002,White,No,3,Employed Full-Time,NA,2,Two-Year College Degree,NA,Rent my home,"Food stamps,Other",Yes
37002,White,No,3,Employed Full-Time,NA,NA,,NA,,Food stamps,
37037,White,No,4,Employed Full-Time,NA,1,High School/GED,NA,Rent my home,"WIC,Food stamps,Other",Yes
37088,"Other,Black or African American",No,4,Employed Full-Time,NA,2,High School/GED,NA,Rent my home,Food stamps,Yes
37088,,,4,,NA,NA,,NA,,,
37092,Black or African American,No,3,Other,0,0,Less than High School,Nutritious diet,Live with another family,"WIC,Food stamps",Yes
37092,Black or African American,No,3,Other,0,0,Less than High School,Income,Live with another family,"WIC,Food stamps",Yes
37092,Black or African American,No,3,Other,0,0,Less than High School,Credit,Live with another family,"WIC,Food stamps",Yes
37092,Other,No,3,,NA,NA,,NA,,,
37095,Black or African American,No,3,Retired,35000,2,Four-Year College Degree,Income,Own my home,"Disability,Social Security",Yes
37095,Other,,3,,NA,NA,,NA,,,
37104,Black or African American,No,4,Employed Full-Time,NA,1,High School/GED,Budget,,"Food stamps,WIC,Other",Yes
37104,,,4,,NA,NA,,NA,,,
37105,Other,Yes,5,"Employed Full-Time,Unemployed",20000,0,Less than High School,English Literacy,Rent my home,TANF,Yes
37105,Other,,5,Other,NA,NA,,NA,,,
37118,Other,Yes,4,Employed Full-Time,NA,1,High School/GED,NA,Prefer not to say,WIC,Yes
37119,Black or African American,No,2,Employed Part-Time,0,0,Less than High School,Income,Rent my home,"Food stamps,WIC",Yes
37119,Black or African American,No,2,Employed Part-Time,0,0,Less than High School,Budget,Rent my home,"Food stamps,WIC",Yes
37119,Black or African American,,2,,NA,NA,,NA,,,
37139,Black or African American,No,5,"In School,Employed Part-Time",15000,2,Two-Year College Degree,Savings,Rent my home,"Food stamps,WIC",Yes
37139,Other,,5,,NA,NA,,NA,,,
37170,Other,Yes,1,Employed Full-Time,NA,5,Four-Year College Degree,NA,Live with another family,None,No
37183,Black or African American,No,4,Employed Full-Time,NA,1,High School/GED,NA,Rent my home,None,Yes
37193,Black or African American,No,3,Employed Full-Time,25000,1,High School/GED,NA,Rent my home,WIC,Yes
37195,Black or African American,No,3,Employed Part-Time,24000,1,High School/GED,NA,Rent my home,"Food stamps,WIC",Yes
37195,,,3,,NA,NA,,NA,,,
37201,American Indian or Alaska Native,Yes,6,Unemployed,NA,1,High School/GED,Savings,Own my home,Other,Yes
37202,Black or African American,No,3,Employed Full-Time,23000,1,High School/GED,Savings,Live with parents,Food stamps,Yes
37202,,,3,,NA,NA,,Credit,,,
37211,Other,Yes,4,"Employed Full-Time,Stay-at-Home Caregiver",NA,0,Less than High School,Ability to Generate Income,Rent my home,"Food stamps,WIC",Yes
37214,Other,Yes,2,Stay-at-Home Caregiver,NA,1,Four-Year College Degree,Savings,Rent my home,"Food stamps,WIC",Yes
37214,Other,Yes,3,Stay-at-Home Caregiver,NA,1,Four-Year College Degree,NA,Rent my home,"Food stamps,WIC",Yes
37223,Black or African American,No,2,Unemployed,NA,1,High School/GED,NA,Rent my home,Food stamps,Yes
37223,,,2,,NA,NA,,NA,,,
37224,White,No,2,"In School,Unemployed",10000,1,Two-Year College Degree,Income,Own my home,Food stamps,Yes
37224,White,No,2,"In School,Unemployed",10000,1,Two-Year College Degree,Debt,Own my home,Food stamps,Yes
37224,White,No,2,"In School,Unemployed",10000,1,Two-Year College Degree,Savings,Own my home,Food stamps,Yes
37261,Black or African American,No,3,Employed Full-Time,0,1,High School/GED,Budget,Rent my home,"Food stamps,WIC",Yes
37261,Black or African American,No,3,Employed Full-Time,0,1,High School/GED,Nutritious diet,Rent my home,"Food stamps,WIC",Yes
37313,Black or African American,No,2,Employed Full-Time,0,1,High School/GED,Nutritious diet,Rent my home,"Food stamps,WIC",Yes
37356,American Indian or Alaska Native,Yes,5,Stay-at-Home Caregiver,NA,1,High School/GED,Savings,,"Food stamps,WIC",Yes
37364,Black or African American,No,5,Unemployed,NA,2,Two-Year College Degree,NA,Rent my home,"Food stamps,WIC,Other",Yes
37364,,,5,,NA,NA,,NA,,,
37401,Other,No,3,Employed Full-Time,0,2,Two-Year College Degree,Nutritious diet,Rent my home,WIC,No
37401,Other,No,3,Employed Full-Time,0,2,Two-Year College Degree,Physical Activity,Rent my home,WIC,No
37401,Other,,3,,NA,NA,,NA,,,
37539,Black or African American,No,5,Employed Full-Time,NA,1,Less than High School,NA,Rent my home,Food stamps,Yes
37616,Black or African American,No,2,Unemployed,NA,1,High School/GED,NA,Rent my home,"WIC,Food stamps",Yes
4,Black or African American,No,3,"Unemployed,Stay-at-Home Caregiver",NA,1,High School/GED,Income,Rent my home,"WIC,Food stamps",Yes
4,Black or African American,No,3,Unemployed,NA,1,High School/GED,NA,Rent my home,"Food stamps,WIC",Yes
47423,Black or African American,No,3,In School,NA,1,Two-Year College Degree,NA,Live with another family,Food stamps,Yes
5,Black or African American,No,2,Employed Full-Time,NA,0,Less than High School,Budget,,"Food stamps,WIC",Yes
5,Black or African American,No,2,Employed Part-Time,NA,NA,,NA,Live with parents,"WIC,Food stamps",Yes
6,Black or African American,No,3,Employed Full-Time,NA,1,Four-Year College Degree,Physical Activity,Own my home,,Yes
6,Black or African American,No,3,Unemployed,NA,1,High School/GED,Credit,Rent my home,"Food stamps,WIC",Yes
6,Black or African American,,3,Employed Part-Time,NA,2,High School/GED,NA,Rent my home,"Food stamps,WIC",Yes
6,Black or African American,,3,Employed Part-Time,NA,2,High School/GED,NA,Rent my home,"Food stamps,WIC",Yes
6,Black or African American,No,3,Employed Full-Time,NA,1,High School/GED,NA,Rent my home,,Yes
6,Black or African American,No,3,Employed Full-Time,NA,1,High School/GED,NA,Rent my home,,Yes
65667,"White,Other",No,3,Employed Full-Time,45000,1,High School/GED,Physical Activity,Live with parents,"Food stamps,Other",Yes
65667,"White,Other",No,3,Employed Full-Time,45000,1,High School/GED,Savings,Live with parents,"Food stamps,Other",Yes
65667,"White,Other",No,3,Employed Full-Time,45000,1,High School/GED,Community,Live with parents,"Food stamps,Other",Yes
65667,White,No,3,Employed Full-Time,41000,3,High School/GED,Stable Housing,Live with partner in their home,Food stamps,Yes
65667,White,No,3,Employed Full-Time,41000,3,High School/GED,Savings,Live with partner in their home,Food stamps,Yes
65667,White,No,3,Employed Full-Time,41000,3,High School/GED,Debt,Live with partner in their home,Food stamps,Yes
65667,"White,Asian,American Indian or Alaska Native",No,3,Employed Full-Time,NA,5,High School/GED,NA,Live with parents,"WIC,Food stamps",Yes
66527,White,Yes,7,Employed Part-Time,NA,0,Less than High School,NA,Rent my home,Food stamps,Yes
66527,,,7,,NA,NA,,NA,,,
69280,Black or African American,No,6,Employed Part-Time,NA,1,Two-Year College Degree,NA,Own my home,Food stamps,Yes
75684,American Indian or Alaska Native,Yes,6,Employed Part-Time,NA,2,High School/GED,NA,Own my home,,Yes
8,Black or African American,No,4,Employed Full-Time,NA,1,High School/GED,Credit,Rent my home,"Food stamps,WIC",Yes
8,Black or African American,No,4,Employed Full-Time,NA,1,High School/GED,NA,Rent my home,Food stamps,Yes
81444,White,Yes,3,In School,NA,1,Two-Year College Degree,NA,Live with parents,"Food stamps,WIC",Yes
81444,,,3,,NA,NA,,NA,,,
85725,Black or African American,No,4,Employed Part-Time,NA,0,Less than High School,NA,Rent my home,Food stamps,Yes
98629,Other,Yes,8,Unemployed,NA,0,Less than High School,English Literacy,Own my home,Food stamps,Yes
